file,candidate_source,note_index,pitch,ioi_from_prev_ticks,ioi_from_prev_sec,velocity,duration_ticks,duration_sec,onset_tick,onset_sec,next_ioi_ticks,next_ioi_sec,pedal1,pedal1_sample_tick,pedal1_sample_time_sec,pedal2,pedal2_sample_tick,pedal2_sample_time_sec,pedal3,pedal3_sample_tick,pedal3_sample_time_sec,pedal4,pedal4_sample_tick,pedal4_sample_time_sec,relative_path,composer,title,folder
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,609,65,333,0.333,85,1038,1.038,110026,110.026,4,0.004,127,110026.0,110.026,127,110027.0,110.027,127,110028.0,110.028,93,110029.0,110.029,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,610,81,4,0.004,78,381,0.381,110030,110.03,333,0.333,93,110030.0,110.03,56,110113.25,110.11325,127,110196.5,110.1965,127,110279.75,110.27975,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,611,79,333,0.333,80,366,0.366,110363,110.363,314,0.314,127,110363.0,110.363,127,110441.5,110.4415,127,110520.0,110.52,127,110598.5,110.5985,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,612,59,314,0.314,72,723,0.723,110677,110.677,3,0.003,127,110677.0,110.677,127,110677.75,110.67775,127,110678.5,110.6785,127,110679.25,110.67925,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,613,77,3,0.003,77,369,0.369,110680,110.68,17,0.017,127,110680.0,110.68,127,110684.25,110.68425,127,110688.5,110.6885,127,110692.75,110.69275,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,614,74,17,0.017,69,346,0.346,110697,110.697,315,0.315,127,110697.0,110.697,0,110775.75,110.77575,35,110854.5,110.8545,76,110933.25,110.93325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,615,67,315,0.315,78,307,0.307,111012,111.012,0,0.0,97,111012.0,111.012,97,111012.0,111.012,97,111012.0,111.012,97,111012.0,111.012,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,616,76,0,0.0,81,336,0.336,111012,111.012,308,0.308,97,111012.0,111.012,111,111089.0,111.089,127,111166.0,111.166,127,111243.0,111.243,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,617,60,308,0.308,65,322,0.322,111320,111.32,2,0.002,93,111320.0,111.32,93,111320.5,111.3205,93,111321.0,111.321,93,111321.5,111.3215,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,618,65,2,0.002,69,256,0.256,111322,111.322,0,0.0,93,111322.0,111.322,93,111322.0,111.322,93,111322.0,111.322,93,111322.0,111.322,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,619,74,0,0.0,78,424,0.424,111322,111.322,286,0.286,93,111322.0,111.322,51,111393.5,111.3935,83,111465.0,111.465,127,111536.5,111.5365,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,620,64,286,0.286,70,34,0.034,111608,111.608,5,0.005,127,111608.0,111.608,127,111609.25,111.60925,127,111610.5,111.6105,127,111611.75,111.61175,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,621,72,5,0.005,76,370,0.37,111613,111.613,318,0.318,127,111613.0,111.613,127,111692.5,111.6925,127,111772.0,111.772,127,111851.5,111.8515,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,622,53,318,0.318,61,296,0.296,111931,111.931,7,0.007,86,111931.0,111.931,86,111932.75,111.93275,86,111934.5,111.9345,66,111936.25,111.93625,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,623,67,7,0.007,61,213,0.213,111938,111.938,7,0.007,66,111938.0,111.938,66,111939.75,111.93975,66,111941.5,111.9415,66,111943.25,111.94325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,624,71,7,0.007,63,200,0.2,111945,111.945,8,0.008,66,111945.0,111.945,66,111947.0,111.947,66,111949.0,111.949,66,111951.0,111.951,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,625,62,8,0.008,48,258,0.258,111953,111.953,212,0.212,66,111953.0,111.953,41,112006.0,112.006,77,112059.0,112.059,97,112112.0,112.112,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,626,72,212,0.212,66,124,0.124,112165,112.165,94,0.094,127,112165.0,112.165,127,112188.5,112.1885,127,112212.0,112.212,127,112235.5,112.2355,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,627,57,94,0.094,66,298,0.298,112259,112.259,51,0.051,127,112259.0,112.259,127,112271.75,112.27175,127,112284.5,112.2845,127,112297.25,112.29725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,628,71,51,0.051,68,69,0.069,112310,112.31,90,0.09,127,112310.0,112.31,127,112332.5,112.3325,127,112355.0,112.355,127,112377.5,112.3775,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,629,72,90,0.09,66,79,0.079,112400,112.4,103,0.103,127,112400.0,112.4,127,112425.75,112.42575,127,112451.5,112.4515,127,112477.25,112.47725,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,630,71,103,0.103,61,65,0.065,112503,112.503,49,0.049,127,112503.0,112.503,127,112515.25,112.51525,127,112527.5,112.5275,127,112539.75,112.53975,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,631,55,49,0.049,72,320,0.32,112552,112.552,31,0.031,93,112552.0,112.552,93,112559.75,112.55975,86,112567.5,112.5675,86,112575.25,112.57525,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,632,72,31,0.031,63,111,0.111,112583,112.583,123,0.123,88,112583.0,112.583,93,112613.75,112.61375,120,112644.5,112.6445,127,112675.25,112.67525,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,633,71,123,0.123,71,74,0.074,112706,112.706,96,0.096,127,112706.0,112.706,127,112730.0,112.73,127,112754.0,112.754,127,112778.0,112.778,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,634,72,96,0.096,62,237,0.237,112802,112.802,42,0.042,127,112802.0,112.802,127,112812.5,112.8125,127,112823.0,112.823,127,112833.5,112.8335,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,635,53,42,0.042,68,302,0.302,112844,112.844,127,0.127,127,112844.0,112.844,127,112875.75,112.87575,127,112907.5,112.9075,127,112939.25,112.93925,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,636,71,127,0.127,17,236,0.236,112971,112.971,184,0.184,127,112971.0,112.971,127,113017.0,113.017,127,113063.0,113.063,127,113109.0,113.109,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,637,52,184,0.184,68,474,0.474,113155,113.155,6,0.006,127,113155.0,113.155,127,113156.5,113.1565,127,113158.0,113.158,127,113159.5,113.1595,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,638,72,6,0.006,78,788,0.788,113161,113.161,19,0.019,127,113161.0,113.161,127,113165.75,113.16575,127,113170.5,113.1705,127,113175.25,113.17525,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,639,64,19,0.019,65,468,0.468,113180,113.18,349,0.349,127,113180.0,113.18,127,113267.25,113.26725,52,113354.5,113.3545,74,113441.75,113.44175,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,640,50,349,0.349,72,425,0.425,113529,113.529,306,0.306,80,113529.0,113.529,77,113605.5,113.6055,76,113682.0,113.682,76,113758.5,113.7585,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,641,65,306,0.306,56,862,0.862,113835,113.835,5,0.005,73,113835.0,113.835,73,113836.25,113.83625,73,113837.5,113.8375,73,113838.75,113.83875,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,642,74,5,0.005,78,764,0.764,113840,113.84,6,0.006,73,113840.0,113.84,73,113841.5,113.8415,73,113843.0,113.843,73,113844.5,113.8445,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,643,62,6,0.006,52,1460,1.46,113846,113.846,9,0.009,73,113846.0,113.846,73,113848.25,113.84825,73,113850.5,113.8505,73,113852.75,113.85275,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,644,48,9,0.009,67,355,0.355,113855,113.855,308,0.308,73,113855.0,113.855,62,113932.0,113.932,56,114009.0,114.009,49,114086.0,114.086,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,645,47,308,0.308,65,437,0.437,114163,114.163,327,0.327,45,114163.0,114.163,44,114244.75,114.24475,42,114326.5,114.3265,34,114408.25,114.40825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,646,67,327,0.327,72,1777,1.777,114490,114.49,20,0.02,34,114490.0,114.49,34,114495.0,114.495,34,114500.0,114.5,33,114505.0,114.505,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,647,48,20,0.02,64,338,0.338,114510,114.51,310,0.31,33,114510.0,114.51,33,114587.5,114.5875,37,114665.0,114.665,49,114742.5,114.7425,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,648,50,310,0.31,73,478,0.478,114820,114.82,351,0.351,68,114820.0,114.82,83,114907.75,114.90775,87,114995.5,114.9955,86,115083.25,115.08325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,649,64,351,0.351,66,1114,1.114,115171,115.171,0,0.0,80,115171.0,115.171,80,115171.0,115.171,80,115171.0,115.171,80,115171.0,115.171,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,650,72,0,0.0,77,1832,1.832,115171,115.171,20,0.02,80,115171.0,115.171,78,115176.0,115.176,78,115181.0,115.181,78,115186.0,115.186,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,651,52,20,0.02,63,546,0.546,115191,115.191,3,0.003,78,115191.0,115.191,78,115191.75,115.19175,78,115192.5,115.1925,75,115193.25,115.19325,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,652,55,3,0.003,63,465,0.465,115194,115.194,355,0.355,75,115194.0,115.194,71,115282.75,115.28275,59,115371.5,115.3715,56,115460.25,115.46025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,653,53,355,0.355,78,550,0.55,115549,115.549,455,0.455,56,115549.0,115.549,54,115662.75,115.66275,50,115776.5,115.7765,48,115890.25,115.89025,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,654,55,455,0.455,83,4999,4.999,116004,116.004,9,0.009,44,116004.0,116.004,44,116006.25,116.00625,44,116008.5,116.0085,44,116010.75,116.01075,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,655,62,9,0.009,63,1439,1.439,116013,116.013,866,0.866,41,116013.0,116.013,0,116229.5,116.2295,0,116446.0,116.446,0,116662.5,116.6625,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,656,43,866,0.866,73,1185,1.185,116879,116.879,4,0.004,0,116879.0,116.879,0,116880.0,116.88,0,116881.0,116.881,0,116882.0,116.882,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,657,71,4,0.004,78,1113,1.113,116883,116.883,940,0.94,0,116883.0,116.883,38,117118.0,117.118,127,117353.0,117.353,127,117588.0,117.588,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,658,72,940,0.94,80,1975,1.975,117823,117.823,12,0.012,127,117823.0,117.823,127,117826.0,117.826,127,117829.0,117.829,127,117832.0,117.832,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,659,48,12,0.012,65,626,0.626,117835,117.835,0,0.0,127,117835.0,117.835,127,117835.0,117.835,127,117835.0,117.835,127,117835.0,117.835,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,660,64,0,0.0,66,2091,2.091,117835,117.835,1053,1.053,127,117835.0,117.835,0,118098.25,118.09825,127,118361.5,118.3615,127,118624.75,118.62475,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,661,69,1053,1.053,49,1509,1.509,118888,118.888,1,0.001,127,118888.0,118.888,127,118888.25,118.88825,127,118888.5,118.8885,127,118888.75,118.88875,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,662,48,1,0.001,55,4999,4.999,118889,118.889,724,0.724,127,118889.0,118.889,94,119070.0,119.07,88,119251.0,119.251,85,119432.0,119.432,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,663,50,724,0.724,61,793,0.793,119613,119.613,17,0.017,78,119613.0,119.613,78,119617.25,119.61725,78,119621.5,119.6215,78,119625.75,119.62575,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,664,71,17,0.017,50,1038,1.038,119630,119.63,675,0.675,78,119630.0,119.63,64,119798.75,119.79875,58,119967.5,119.9675,56,120136.25,120.13625,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,665,52,675,0.675,67,799,0.799,120305,120.305,15,0.015,54,120305.0,120.305,54,120308.75,120.30875,54,120312.5,120.3125,54,120316.25,120.31625,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,666,70,15,0.015,60,754,0.754,120320,120.32,7,0.007,54,120320.0,120.32,54,120321.75,120.32175,54,120323.5,120.3235,54,120325.25,120.32525,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,667,67,7,0.007,41,1656,1.656,120327,120.327,677,0.677,54,120327.0,120.327,53,120496.25,120.49625,53,120665.5,120.6655,53,120834.75,120.83475,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,668,53,677,0.677,66,1035,1.035,121004,121.004,14,0.014,53,121004.0,121.004,53,121007.5,121.0075,53,121011.0,121.011,53,121014.5,121.0145,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,669,69,14,0.014,51,1387,1.387,121018,121.018,711,0.711,53,121018.0,121.018,51,121195.75,121.19575,51,121373.5,121.3735,51,121551.25,121.55125,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,670,65,711,0.711,60,850,0.85,121729,121.729,7,0.007,51,121729.0,121.729,51,121730.75,121.73075,51,121732.5,121.7325,51,121734.25,121.73425,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,671,74,7,0.007,55,1432,1.432,121736,121.736,321,0.321,51,121736.0,121.736,51,121816.25,121.81625,51,121896.5,121.8965,51,121976.75,121.97675,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,672,55,321,0.321,54,357,0.357,122057,122.057,159,0.159,51,122057.0,122.057,51,122096.75,122.09675,51,122136.5,122.1365,51,122176.25,122.17625,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,673,53,159,0.159,59,277,0.277,122216,122.216,152,0.152,51,122216.0,122.216,51,122254.0,122.254,51,122292.0,122.292,51,122330.0,122.33,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
C:\Users\eagle\MARG_research\third_party\PianistTransformer\data\midis\asap-dataset-master\Bach\Fugue\bwv_846\Shi05M.mid,asap_metadata_performance,674,67,152,0.152,71,710,0.71,122368,122.368,27,0.027,51,122368.0,122.368,51,122374.75,122.37475,51,122381.5,122.3815,51,122388.25,122.38825,Bach/Fugue/bwv_846/Shi05M.mid,Bach,Fugue_bwv_846,Bach/Fugue/bwv_846
