file,relative_path,status,error,midi_type,ticks_per_beat,tempo_change_count,note_count,unique_onset_count,ioi_count,cc64_event_count,cc64_channel_distribution,cc64_track_distribution,note_channel_distribution,channel_conflict_count,track_conflict_count,drum_note_count,cc64_events_before_first_onset,cc64_events_at_or_after_last_onset,long_ioi_count_gt_5s,max_ioi_duration_sec,baseline_64_up_count,baseline_64_down_count,baseline_64_transition_count,baseline_64_main_ioi_up_count,baseline_64_main_ioi_down_count,baseline_64_main_ioi_transition_count,baseline_64_transitions_before_first_onset,baseline_64_transitions_at_or_after_last_onset,baseline_64_two_slot_coverage,baseline_64_rapid_reversal_25ms,baseline_64_near_threshold_rapid_25ms,baseline_64_rapid_reversal_50ms,baseline_64_near_threshold_rapid_50ms,baseline_64_rapid_reversal_100ms,baseline_64_near_threshold_rapid_100ms,baseline_64_rapid_reversal_200ms,baseline_64_near_threshold_rapid_200ms,narrow_68_60_up_count,narrow_68_60_down_count,narrow_68_60_transition_count,narrow_68_60_main_ioi_up_count,narrow_68_60_main_ioi_down_count,narrow_68_60_main_ioi_transition_count,narrow_68_60_transitions_before_first_onset,narrow_68_60_transitions_at_or_after_last_onset,narrow_68_60_two_slot_coverage,narrow_68_60_rapid_reversal_25ms,narrow_68_60_near_threshold_rapid_25ms,narrow_68_60_rapid_reversal_50ms,narrow_68_60_near_threshold_rapid_50ms,narrow_68_60_rapid_reversal_100ms,narrow_68_60_near_threshold_rapid_100ms,narrow_68_60_rapid_reversal_200ms,narrow_68_60_near_threshold_rapid_200ms,wide_72_56_up_count,wide_72_56_down_count,wide_72_56_transition_count,wide_72_56_main_ioi_up_count,wide_72_56_main_ioi_down_count,wide_72_56_main_ioi_transition_count,wide_72_56_transitions_before_first_onset,wide_72_56_transitions_at_or_after_last_onset,wide_72_56_two_slot_coverage,wide_72_56_rapid_reversal_25ms,wide_72_56_near_threshold_rapid_25ms,wide_72_56_rapid_reversal_50ms,wide_72_56_near_threshold_rapid_50ms,wide_72_56_rapid_reversal_100ms,wide_72_56_near_threshold_rapid_100ms,wide_72_56_rapid_reversal_200ms,wide_72_56_near_threshold_rapid_200ms,transition_count_0_iois,transition_count_1_iois,transition_count_2_iois,transition_count_3_iois,transition_count_4plus_iois,overflow_ioi_count,overflow_ioi_ratio,same_timestamp_opposite_transition_count,continuously_off_ioi_count,continuously_on_ioi_count,partially_on_ioi_count,ever_on_ioi_count,baseline_rapid_rate_per_1000_iois,baseline_near_threshold_rapid_rate_per_1000_iois,baseline_transition_rate_per_1000_iois,warnings,near_threshold_rate_empirical_p95,transition_rate_empirical_p95,high_near_threshold_crossing_rate,high_transition_rate
13-5.mid,third_party/PianistTransformer/data/midis/testset/human/13-5.mid,analyzed,,1,384,1,4841,4714,4713,6129,"{""0"": 6129}","{""1"": 6129}","{""0"": 4841}",0,0,0,0,28,0,2.776041666666667,463,463,926,462,463,925,0,1,0.9995756418417144,12,12,27,22,218,27,443,27,449,449,898,448,449,897,0,1,1.0,0,0,6,3,188,14,425,14,437,437,874,436,437,873,0,1,1.0,0,0,1,0,138,0,411,0,3926,651,134,2,0,2,0.000424358158285593,0,732,3218,763,3981,93.99533206025886,5.728835136855506,196.47782728622957,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
13-6.mid,third_party/PianistTransformer/data/midis/testset/human/13-6.mid,analyzed,,0,960,1,4844,4737,4736,5390,"{""0"": 5390}","{""0"": 5390}","{""0"": 4844}",0,0,0,19,4,0,2.1416666666666657,431,431,862,430,430,860,1,1,1.0,21,20,80,51,284,59,410,60,416,416,832,415,415,830,1,1,1.0,1,1,53,15,262,26,396,27,383,383,766,382,383,765,0,1,1.0,0,0,10,0,214,2,358,2,4002,608,126,0,0,0,0.0,0,551,3468,717,4185,86.57094594594595,12.66891891891892,182.01013513513513,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
13-7.mid,third_party/PianistTransformer/data/midis/testset/human/13-7.mid,analyzed,,0,960,1,4917,4776,4775,5343,"{""0"": 5343}","{""0"": 5343}","{""0"": 4917}",0,0,0,12,5,0,2.8734374999999996,524,524,1048,523,523,1046,1,1,0.9995811518324608,15,15,65,48,381,64,535,68,502,502,1004,501,501,1002,1,1,0.9997905759162303,0,0,28,11,338,23,503,24,460,460,920,459,459,918,1,1,0.9997905759162303,0,0,4,0,279,1,461,1,3881,744,148,2,0,2,0.000418848167539267,0,590,3314,871,4185,112.04188481675392,14.24083769633508,219.4764397905759,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
13-8.mid,third_party/PianistTransformer/data/midis/testset/human/13-8.mid,analyzed,,0,960,1,4821,4730,4729,5343,"{""0"": 5343}","{""0"": 5343}","{""0"": 4821}",0,0,0,20,8,0,2.5229166666666663,464,464,928,463,463,926,1,1,0.9995770776062592,8,8,52,21,301,31,427,34,455,455,910,454,454,908,1,1,1.0,1,1,35,9,295,15,416,16,431,431,862,430,430,860,1,1,1.0,0,0,16,0,264,0,390,0,3886,762,79,2,0,2,0.00042292239374074856,0,939,2979,811,3790,90.29393106364982,7.1896806935927255,196.23599069570733,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
14-0.mid,third_party/PianistTransformer/data/midis/testset/human/14-0.mid,analyzed,,1,384,1,2824,2726,2725,1569,"{""0"": 1569}","{""1"": 1569}","{""0"": 2824}",0,0,0,0,4,0,1.23828125,171,171,342,170,170,340,0,2,1.0,2,2,4,3,16,4,86,10,166,166,332,165,165,330,0,2,1.0,0,0,0,0,18,1,95,2,160,160,320,159,159,318,0,2,1.0,0,0,1,0,18,0,92,0,2401,308,16,0,0,0,0.0,0,2223,181,321,502,31.559633027522935,3.669724770642202,125.5045871559633,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
14-1.mid,third_party/PianistTransformer/data/midis/testset/human/14-1.mid,analyzed,,1,384,1,2822,2720,2719,585,"{""0"": 585}","{""1"": 585}","{""0"": 2822}",0,0,0,0,19,0,2.135416666666657,65,65,130,64,64,128,0,2,1.0,0,0,0,0,1,1,15,5,63,63,126,62,62,124,0,2,1.0,0,0,0,0,2,1,16,1,60,60,120,59,59,118,0,2,1.0,0,0,0,0,1,0,14,0,2600,110,9,0,0,0,0.0,0,2501,102,116,218,5.516734093416697,1.8389113644722324,47.81169547627805,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
15-0.mid,third_party/PianistTransformer/data/midis/testset/human/15-0.mid,analyzed,,0,384,1,2652,2618,2617,3682,"{""0"": 3682}","{""0"": 3682}","{""0"": 2652}",0,0,0,0,6,0,2.954056874999992,28,28,56,27,28,55,0,1,1.0,0,0,0,0,1,1,6,5,21,21,42,20,21,41,0,1,1.0,0,0,0,0,0,0,1,0,19,19,38,18,19,37,0,1,1.0,0,0,0,0,0,0,2,0,2574,31,12,0,0,0,0.0,0,2554,20,43,63,2.292701566679404,1.9105846388995031,21.398547955674438,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
15-1.mid,third_party/PianistTransformer/data/midis/testset/human/15-1.mid,analyzed,,0,480,1,2635,2600,2599,2832,"{""0"": 2832}","{""0"": 2832}","{""0"": 2635}",0,0,0,8,10,0,2.8760654999999815,204,204,408,203,203,406,0,2,0.9984609465178915,0,0,0,0,28,1,91,2,203,203,406,202,202,404,0,2,0.9984609465178915,0,0,0,0,25,0,92,1,203,203,406,202,202,404,0,2,0.9984609465178915,0,0,0,0,23,0,93,0,2248,300,47,4,0,4,0.0015390534821085034,0,1588,664,347,1011,35.01346671796845,0.7695267410542517,156.98345517506732,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
15-2.mid,third_party/PianistTransformer/data/midis/testset/human/15-2.mid,analyzed,,0,384,1,2642,2587,2586,3093,"{""0"": 3093}","{""0"": 3093}","{""0"": 2642}",0,0,0,0,35,0,3.956993906249977,126,126,252,125,125,250,0,2,0.9984532095901005,0,0,2,2,5,2,33,4,124,124,248,123,123,246,0,2,0.9984532095901005,0,0,0,0,2,0,30,2,119,119,238,118,118,236,0,2,0.9984532095901005,0,0,0,0,2,0,25,0,2380,166,36,4,0,4,0.0015467904098994587,0,2070,312,204,516,12.761020881670534,1.5467904098994587,97.4477958236659,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
16-0.mid,third_party/PianistTransformer/data/midis/testset/human/16-0.mid,analyzed,,1,384,1,636,595,594,1090,"{""0"": 1090}","{""1"": 1090}","{""0"": 636}",0,0,0,26,41,0,1.3216145833333321,45,45,90,44,44,88,1,1,1.0,0,0,1,1,14,2,32,2,44,44,88,43,43,86,1,1,1.0,0,0,0,0,11,0,27,0,43,43,86,42,42,84,1,1,1.0,0,0,0,0,8,0,23,0,530,40,24,0,0,0,0.0,0,202,329,63,392,53.872053872053876,3.367003367003367,151.5151515151515,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
16-1.mid,third_party/PianistTransformer/data/midis/testset/human/16-1.mid,analyzed,,1,480,1,629,542,541,517,"{""0"": 517}","{""1"": 517}","{""0"": 629}",0,0,0,7,3,0,1.0718749999999986,43,43,86,42,43,85,0,1,1.0,0,0,3,2,32,6,39,6,43,43,86,42,43,85,0,1,1.0,0,0,2,1,28,4,40,5,38,38,76,37,38,75,0,1,1.0,0,0,1,0,23,0,35,1,469,59,13,0,0,0,0.0,0,185,287,69,356,72.08872458410352,11.090573012939002,158.9648798521257,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-0.mid,third_party/PianistTransformer/data/midis/testset/human/17-0.mid,analyzed,,1,480,1,4095,3964,3963,2395,"{""0"": 2395}","{""1"": 2395}","{""0"": 4095}",0,0,0,43,2,0,1.325000000000017,320,320,640,319,319,638,1,1,0.9997476659096644,1,1,1,1,77,1,363,1,319,319,638,318,318,636,1,1,0.9997476659096644,0,0,0,0,71,0,365,0,319,319,638,318,318,636,1,1,0.9997476659096644,0,0,0,0,53,0,365,0,3367,555,40,1,0,1,0.00025233409033560434,0,1012,2365,586,2951,91.59727479182438,0.25233409033560433,161.49381781478678,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-1.mid,third_party/PianistTransformer/data/midis/testset/human/17-1.mid,analyzed,,1,384,1,4454,4256,4255,2677,"{""0"": 2677}","{""1"": 2677}","{""0"": 4454}",0,0,0,8,3,0,0.9081187500000283,321,321,642,320,320,640,1,1,1.0,18,15,55,27,244,27,356,28,308,308,616,307,307,614,1,1,1.0,7,3,35,9,233,9,341,9,286,286,572,285,285,570,1,1,1.0,2,0,18,0,211,0,310,0,3693,484,78,0,0,0,0.0,0,560,3146,549,3695,83.6662749706228,6.580493537015276,150.8813160987074,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-2.mid,third_party/PianistTransformer/data/midis/testset/human/17-2.mid,analyzed,,1,480,1,4252,4127,4126,2358,"{""0"": 2358}","{""1"": 2358}","{""0"": 4252}",0,0,0,8,3,0,1.6132431041666848,310,310,620,309,309,618,1,1,0.9997576345128454,3,2,15,6,170,10,306,10,309,309,618,308,308,616,1,1,0.9997576345128454,2,1,11,4,160,6,305,6,303,303,606,302,302,604,1,1,0.9997576345128454,1,0,5,0,152,0,303,0,3594,447,84,1,0,1,0.0002423654871546292,0,761,2852,513,3365,74.16383906931652,2.423654871546292,150.26660203587008,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-3.mid,third_party/PianistTransformer/data/midis/testset/human/17-3.mid,analyzed,,1,384,1,4057,3905,3904,5868,"{""0"": 5868}","{""1"": 5868}","{""0"": 4057}",0,0,0,31,18,0,2.1419270833332575,289,289,578,288,288,576,1,1,1.0,5,4,12,5,126,5,256,5,288,288,576,287,287,574,1,1,1.0,1,1,5,1,102,2,252,2,284,284,568,283,283,566,1,1,1.0,0,0,1,0,77,0,233,0,3384,464,56,0,0,0,0.0,0,1049,2355,500,2855,65.57377049180327,1.2807377049180328,148.05327868852459,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-4.mid,third_party/PianistTransformer/data/midis/testset/human/17-4.mid,analyzed,,1,384,1,4096,3947,3946,2917,"{""0"": 2917}","{""1"": 2917}","{""0"": 4096}",0,0,0,1,4,0,0.8680546875000061,267,267,534,266,266,532,1,1,1.0,2,2,8,8,190,11,248,11,267,267,534,266,266,532,1,1,1.0,1,1,8,7,181,9,250,9,255,255,510,254,254,508,1,1,1.0,0,0,2,0,166,0,238,0,3492,376,78,0,0,0,0.0,0,882,2623,441,3064,62.84845413076533,2.787633046122656,135.32691332995438,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-5.mid,third_party/PianistTransformer/data/midis/testset/human/17-5.mid,analyzed,,1,384,1,4142,3966,3965,3686,"{""0"": 3686}","{""1"": 3686}","{""0"": 4142}",0,0,0,8,11,0,2.2743032812500132,262,262,524,261,262,523,0,1,0.9989911727616646,25,24,87,63,205,91,252,92,233,233,466,232,233,465,0,1,0.9989911727616646,4,3,31,15,160,49,224,53,174,174,348,173,174,347,0,1,0.9989911727616646,0,0,8,0,96,0,158,0,3545,321,95,4,0,4,0.001008827238335435,0,529,3024,412,3436,63.55611601513241,23.203026481715007,132.156368221942,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,True,False
17-6.mid,third_party/PianistTransformer/data/midis/testset/human/17-6.mid,analyzed,,0,384,1,4311,4142,4141,5238,"{""0"": 5238}","{""0"": 5238}","{""0"": 4311}",0,0,0,0,13,0,2.0192287499999964,284,284,568,283,284,567,0,1,1.0,11,9,48,10,184,14,292,16,275,275,550,274,275,549,0,1,1.0,0,0,14,0,149,5,282,6,261,261,522,260,261,521,0,1,1.0,0,0,3,0,90,0,251,0,3659,397,85,0,0,0,0.0,0,541,3127,473,3600,70.51436851002174,3.863801014247766,137.1649360057957,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-7.mid,third_party/PianistTransformer/data/midis/testset/human/17-7.mid,analyzed,,1,384,1,4169,4037,4036,2256,"{""0"": 2256}","{""1"": 2256}","{""0"": 4169}",0,0,0,10,11,0,1.2447916666666572,320,320,640,319,319,638,1,1,0.9997522299306244,16,9,38,12,227,15,349,16,313,313,626,312,312,624,1,1,0.9997522299306244,10,6,34,7,216,8,339,8,298,298,596,297,297,594,1,1,0.9997522299306244,4,0,25,0,204,0,309,0,3457,521,57,1,0,1,0.0002477700693756194,0,994,2490,552,3042,86.47175421209118,3.964321110009911,158.57284440039643,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-8.mid,third_party/PianistTransformer/data/midis/testset/human/17-8.mid,analyzed,,1,480,1,4426,4276,4275,3729,"{""0"": 3729}","{""1"": 3729}","{""0"": 4426}",0,0,0,8,15,0,2.939093893750055,320,320,640,318,318,636,1,3,0.9997660818713451,8,8,19,10,137,15,320,21,311,311,622,309,309,618,1,3,0.9997660818713451,1,0,13,2,119,6,305,9,297,297,594,295,295,590,1,3,0.9997660818713451,1,0,9,0,98,0,282,0,3703,509,62,1,0,1,0.00023391812865497077,0,1014,2698,563,3261,74.85380116959064,4.912280701754386,149.70760233918128,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-9.mid,third_party/PianistTransformer/data/midis/testset/human/17-9.mid,analyzed,,1,384,1,4220,4020,4019,2364,"{""0"": 2364}","{""1"": 2364}","{""0"": 4220}",0,0,0,8,2,0,1.412925937500006,312,312,624,311,311,622,1,1,1.0,2,2,3,2,119,3,313,3,311,311,622,310,310,620,1,1,1.0,1,1,3,1,109,2,309,2,308,308,616,307,307,614,1,1,1.0,0,0,0,0,97,0,297,0,3462,492,65,0,0,0,0.0,0,933,2548,538,3086,77.88006966907191,0.7464543418760886,155.26250311022642,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-10.mid,third_party/PianistTransformer/data/midis/testset/human/17-10.mid,analyzed,,0,384,1,4047,3882,3881,2138,"{""0"": 2138}","{""0"": 2138}","{""0"": 4047}",0,0,0,0,3,0,1.2339731250000057,249,249,498,248,249,497,0,1,1.0,3,3,24,3,200,4,228,4,247,247,494,246,247,493,0,1,1.0,0,0,18,1,185,2,225,2,245,245,490,244,245,489,0,1,1.0,0,0,7,0,173,0,227,0,3467,331,83,0,0,0,0.0,0,755,2724,402,3126,58.74774542643649,1.030662200463798,128.31744395774285,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-11.mid,third_party/PianistTransformer/data/midis/testset/human/17-11.mid,analyzed,,0,384,1,4047,3882,3881,2138,"{""0"": 2138}","{""0"": 2138}","{""0"": 4047}",0,0,0,0,3,0,1.2339731250000057,249,249,498,248,249,497,0,1,1.0,3,3,24,3,200,4,228,4,247,247,494,246,247,493,0,1,1.0,0,0,18,1,185,2,225,2,245,245,490,244,245,489,0,1,1.0,0,0,7,0,173,0,227,0,3467,331,83,0,0,0,0.0,0,755,2724,402,3126,58.74774542643649,1.030662200463798,128.31744395774285,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-12.mid,third_party/PianistTransformer/data/midis/testset/human/17-12.mid,analyzed,,1,480,1,4299,4164,4163,2340,"{""0"": 2340}","{""1"": 2340}","{""0"": 4299}",0,0,0,0,11,0,2.6559750708333354,264,264,528,263,264,527,0,1,0.9995195772279606,11,2,46,5,166,7,240,7,260,260,520,259,260,519,0,1,0.9995195772279606,10,1,41,4,155,4,236,4,256,256,512,255,256,511,0,1,0.9992793658419409,6,0,38,0,145,0,229,0,3712,378,71,1,1,2,0.00048042277203939464,1,658,3066,439,3505,57.65073264472736,1.6814797021378813,126.83161181840019,opposite_transitions_at_same_timestamp|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-13.mid,third_party/PianistTransformer/data/midis/testset/human/17-13.mid,analyzed,,1,384,1,4181,3997,3996,4053,"{""0"": 4053}","{""1"": 4053}","{""0"": 4181}",0,0,0,0,13,0,1.9965257812499715,305,305,610,304,305,609,0,1,1.0,8,7,29,23,155,41,306,49,280,280,560,279,280,559,0,1,1.0,0,0,15,5,115,11,259,14,262,262,524,261,262,523,0,1,1.0,0,0,5,0,85,0,221,0,3477,429,90,0,0,0,0.0,0,878,2606,512,3118,76.57657657657657,12.262262262262261,152.65265265265265,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-14.mid,third_party/PianistTransformer/data/midis/testset/human/17-14.mid,analyzed,,0,384,1,4435,4276,4275,3862,"{""0"": 3862}","{""0"": 3862}","{""0"": 4435}",0,0,0,0,4,0,1.6279364062500008,285,285,570,284,285,569,0,1,0.99953216374269,22,21,107,51,233,64,269,66,261,261,522,260,261,521,0,1,0.99953216374269,4,3,69,13,201,24,244,25,223,223,446,222,223,445,0,1,0.99953216374269,1,0,38,1,158,1,204,1,3791,401,81,2,0,2,0.00046783625730994154,0,548,3264,463,3727,62.92397660818713,15.43859649122807,133.33333333333334,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,True,False
17-15.mid,third_party/PianistTransformer/data/midis/testset/human/17-15.mid,analyzed,,0,384,1,4188,4059,4058,3011,"{""0"": 3011}","{""0"": 3011}","{""0"": 4188}",0,0,0,8,1,0,1.8709917187500196,290,290,580,289,289,578,1,1,0.9997535731887629,5,4,32,15,163,23,277,24,278,278,556,277,277,554,1,1,0.9995071463775259,0,0,15,7,137,11,263,11,267,267,534,266,266,532,1,1,0.9997535731887629,0,0,8,2,123,2,259,2,3557,425,75,1,0,1,0.0002464268112370626,0,566,3003,489,3492,68.26022671266634,5.914243469689502,142.92755051749631,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
17-16.mid,third_party/PianistTransformer/data/midis/testset/human/17-16.mid,analyzed,,0,384,1,4142,3944,3943,3118,"{""0"": 3118}","{""0"": 3118}","{""0"": 4142}",0,0,0,8,4,0,1.0763878124999735,269,269,538,268,268,536,1,1,0.9997463860005072,1,0,22,0,144,2,239,4,267,267,534,266,266,532,1,1,0.9997463860005072,1,0,15,0,139,2,234,2,261,261,522,260,260,520,1,1,0.9997463860005072,1,0,11,0,133,0,219,0,3453,445,44,1,0,1,0.000253613999492772,0,862,2606,475,3081,60.613745878772505,1.014455997971088,136.44433172711135,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
18-0.mid,third_party/PianistTransformer/data/midis/testset/human/18-0.mid,analyzed,,1,384,1,3975,3897,3896,11926,"{""0"": 11926}","{""1"": 11926}","{""0"": 3975}",0,0,0,1,11,1,7.440104166666629,574,574,1148,572,572,1144,1,3,0.9892197125256673,0,0,10,9,109,16,353,19,569,569,1138,567,567,1134,1,3,0.9887063655030801,0,0,5,4,83,10,338,14,554,554,1108,552,552,1104,1,3,0.9887063655030801,0,0,0,0,72,0,300,0,3073,568,213,18,24,42,0.010780287474332649,0,862,2219,815,3034,90.60574948665298,4.876796714579055,294.66119096509243,cc64_before_first_onset|cc64_at_or_after_last_onset|ioi_longer_than_5_seconds,15.301181483633547,291.93373852610824,False,True
19-0.mid,third_party/PianistTransformer/data/midis/testset/human/19-0.mid,analyzed,,0,480,1,1386,1340,1339,4815,"{""0"": 4815}","{""0"": 4815}","{""0"": 1386}",0,0,0,1,10,0,2.3518749999999784,183,183,366,182,183,365,0,1,0.9985063480209111,0,0,0,0,8,6,66,8,167,167,334,166,167,333,0,1,0.9970126960418223,0,0,0,0,3,3,40,7,145,145,290,144,145,289,0,1,0.9992531740104555,0,0,0,0,3,0,18,0,1009,297,31,2,0,2,0.0014936519790888724,0,610,412,317,729,49.290515309932786,5.974607916355489,273.3383121732636,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
19-1.mid,third_party/PianistTransformer/data/midis/testset/human/19-1.mid,analyzed,,0,480,1,1377,1342,1341,7060,"{""0"": 7060}","{""0"": 7060}","{""0"": 1377}",0,0,0,8,74,0,2.6946874999999864,204,204,408,202,202,404,1,3,0.9970171513795675,0,0,1,1,8,7,46,10,181,181,362,179,179,358,1,3,0.9985085756897838,0,0,0,0,3,2,29,4,167,167,334,166,166,332,1,1,0.9985085756897838,0,0,0,0,0,0,19,0,1014,254,69,4,0,4,0.002982848620432513,0,530,494,317,811,34.3027591349739,7.457121551081283,304.2505592841163,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,True
20-0.mid,third_party/PianistTransformer/data/midis/testset/human/20-0.mid,analyzed,,0,384,1,3280,3163,3162,4033,"{""0"": 4033}","{""0"": 4033}","{""0"": 3280}",0,0,0,0,13,0,1.1912381250000124,239,239,478,237,238,475,0,3,0.9996837444655281,0,0,2,2,17,10,173,27,217,217,434,215,216,431,0,3,0.9996837444655281,0,0,1,1,9,2,156,7,208,208,416,206,207,413,0,3,0.9996837444655281,0,0,0,0,10,0,151,0,2708,434,19,1,0,1,0.00031625553447185326,0,1963,757,442,1199,54.71220746363061,8.538899430740038,151.17014547754584,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
20-1.mid,third_party/PianistTransformer/data/midis/testset/human/20-1.mid,analyzed,,0,384,1,3314,3194,3193,2814,"{""0"": 2814}","{""0"": 2814}","{""0"": 3314}",0,0,0,0,8,0,0.9909178125000011,219,219,438,218,218,436,0,2,1.0,3,3,6,4,58,8,158,16,210,210,420,209,209,418,0,2,1.0,1,0,3,0,54,3,152,5,198,198,396,197,197,394,0,2,1.0,0,0,2,0,50,0,146,0,2792,366,35,0,0,0,0.0,0,1802,995,396,1391,49.48324459755715,5.010961478233636,137.1750704666458,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
20-2.mid,third_party/PianistTransformer/data/midis/testset/human/20-2.mid,analyzed,,0,480,1,3295,3211,3210,590,"{""0"": 590}","{""0"": 590}","{""0"": 3295}",0,0,0,0,6,0,1.0192297499999938,29,29,58,28,28,56,0,2,1.0,0,0,0,0,0,0,6,3,27,27,54,26,26,52,0,2,1.0,0,0,0,0,0,0,4,1,25,25,50,24,24,48,0,2,1.0,0,0,0,0,0,0,4,0,3160,44,6,0,0,0,0.0,0,3106,54,50,104,1.8691588785046729,0.9345794392523364,18.068535825545172,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
20-3.mid,third_party/PianistTransformer/data/midis/testset/human/20-3.mid,analyzed,,0,384,1,3306,3207,3206,5249,"{""0"": 5249}","{""0"": 5249}","{""0"": 3306}",0,0,0,0,23,0,1.2994110937499954,267,267,534,267,267,534,0,0,0.9996880848409233,0,0,0,0,25,1,186,1,267,267,534,267,267,534,0,0,0.9996880848409233,0,0,0,0,15,1,186,1,267,267,534,267,267,534,0,0,1.0,0,0,0,0,6,0,182,0,2691,497,17,1,0,1,0.00031191515907673113,0,1431,1276,499,1775,58.01621958827199,0.3119151590767311,166.56269494697443,cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
20-4.mid,third_party/PianistTransformer/data/midis/testset/human/20-4.mid,analyzed,,0,384,1,3328,3206,3205,6754,"{""0"": 6754}","{""0"": 6754}","{""0"": 3328}",0,0,0,8,34,0,1.2820499999999981,280,280,560,279,279,558,0,2,1.0,1,1,3,3,35,12,192,37,256,256,512,255,255,510,0,2,1.0,0,0,0,0,18,1,159,13,226,226,452,225,225,450,0,2,1.0,0,0,0,0,14,0,139,0,2681,490,34,0,0,0,0.0,0,2013,672,520,1192,59.90639625585023,11.544461778471138,174.7269890795632,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-0.mid,third_party/PianistTransformer/data/midis/testset/human/21-0.mid,analyzed,,0,384,1,5116,5030,5029,1223,"{""0"": 1223}","{""0"": 1223}","{""0"": 5116}",0,0,0,8,38,0,2.1874978124999984,58,58,116,57,57,114,1,1,1.0,0,0,0,0,22,0,42,2,57,57,114,56,56,112,1,1,1.0,0,0,0,0,16,0,37,1,56,56,112,55,55,110,1,1,1.0,0,0,0,0,14,0,31,0,4936,72,21,0,0,0,0.0,0,67,4874,88,4962,8.35156094651024,0.39769337840524954,23.066215947504475,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-1.mid,third_party/PianistTransformer/data/midis/testset/human/21-1.mid,analyzed,,0,384,1,5116,5030,5029,1223,"{""0"": 1223}","{""0"": 1223}","{""0"": 5116}",0,0,0,8,38,0,2.1874978124999984,58,58,116,57,57,114,1,1,1.0,0,0,0,0,22,0,42,2,57,57,114,56,56,112,1,1,1.0,0,0,0,0,16,0,37,1,56,56,112,55,55,110,1,1,1.0,0,0,0,0,14,0,31,0,4936,72,21,0,0,0,0.0,0,67,4874,88,4962,8.35156094651024,0.39769337840524954,23.066215947504475,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
21-2.mid,third_party/PianistTransformer/data/midis/testset/human/21-2.mid,analyzed,,0,384,1,5116,5030,5029,1223,"{""0"": 1223}","{""0"": 1223}","{""0"": 5116}",0,0,0,8,38,0,2.1874978124999984,58,58,116,57,57,114,1,1,1.0,0,0,0,0,22,0,42,2,57,57,114,56,56,112,1,1,1.0,0,0,0,0,16,0,37,1,56,56,112,55,55,110,1,1,1.0,0,0,0,0,14,0,31,0,4936,72,21,0,0,0,0.0,0,67,4874,88,4962,8.35156094651024,0.39769337840524954,23.066215947504475,cc64_before_first_onset|cc64_at_or_after_last_onset,15.301181483633547,291.93373852610824,False,False
